driver_id,title,class,capabilities,manufacturerName,modelId,productId,has_driver_js,has_device_js,has_pair,meta_file,parse_error
"tuya_zigbee/light/tuya_ceiling_36","Tuya Ceiling 36 (Intelligent)","light","onoff,dim,light_temperature,light_mode","","","",true,true,false,"drivers\\tuya_zigbee\\light\\tuya_ceiling_36\\driver.compose.json",""
"tuya_zigbee/light/tuya_floor_141","Tuya Floor 141 (Intelligent)","light","onoff,dim,light_temperature,light_mode","","","",true,true,false,"drivers\\tuya_zigbee\\light\\tuya_floor_141\\driver.compose.json",""
"tuya_zigbee/light/tuya_floor_269","Tuya Floor 269 (Intelligent)","light","onoff,dim,light_temperature,light_mode","","","",true,true,false,"drivers\\tuya_zigbee\\light\\tuya_floor_269\\driver.compose.json",""
"tuya_zigbee/light/tuya_garden_168","Tuya Garden 168 (Intelligent)","light","onoff,dim,light_temperature,light_mode","","","",true,true,false,"drivers\\tuya_zigbee\\light\\tuya_garden_168\\driver.compose.json",""
"tuya_zigbee/light/tuya_garden_409","Tuya Garden 409 (Intelligent)","light","onoff,dim,light_temperature,light_mode","","","",true,true,false,"drivers\\tuya_zigbee\\light\\tuya_garden_409\\driver.compose.json",""
"tuya_zigbee/light/tuya_strip_423","Tuya Strip 423 (Intelligent)","light","onoff,dim,light_temperature,light_mode","","","",true,true,false,"drivers\\tuya_zigbee\\light\\tuya_strip_423\\driver.compose.json",""
"tuya_zigbee/light/tuya_strip_782","Tuya Strip 782 (Intelligent)","light","onoff,dim,light_temperature,light_mode","","","",true,true,false,"drivers\\tuya_zigbee\\light\\tuya_strip_782\\driver.compose.json",""
"tuya_zigbee/light/tuya_table_5","Tuya Table 5 (Intelligent)","light","onoff,dim,light_temperature,light_mode","","","",true,true,false,"drivers\\tuya_zigbee\\light\\tuya_table_5\\driver.compose.json",""
"tuya_zigbee/light/tuya_table_775","Tuya Table 775 (Intelligent)","light","onoff,dim,light_temperature,light_mode","","","",true,true,false,"drivers\\tuya_zigbee\\light\\tuya_table_775\\driver.compose.json",""
"tuya_zigbee/lock","lock","other","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\lock\\driver.compose.json",""
"tuya_zigbee/lock/aqara_deadbolt-22","","ZigBeeDevice","lock_state","Tuya","aqara_deadbolt-22","",true,true,false,"drivers\\tuya_zigbee\\lock\\aqara_deadbolt-22\\driver.compose.json",""
"tuya_zigbee/lock/aqara_deadbolt-22_lock","","ZigBeeDevice","lock_state","Tuya","aqara_deadbolt-22_lock","",true,true,false,"drivers\\tuya_zigbee\\lock\\aqara_deadbolt-22_lock\\driver.compose.json",""
"tuya_zigbee/lock/aqara_deadbolt-642","","ZigBeeDevice","lock_state","Tuya","aqara_deadbolt-642","",true,true,false,"drivers\\tuya_zigbee\\lock\\aqara_deadbolt-642\\driver.compose.json",""
"tuya_zigbee/lock/aqara_deadbolt-642_lock","","ZigBeeDevice","lock_state","Tuya","aqara_deadbolt-642_lock","",true,true,false,"drivers\\tuya_zigbee\\lock\\aqara_deadbolt-642_lock\\driver.compose.json",""
"tuya_zigbee/lock/aqara_door-305","","ZigBeeDevice","lock_state","Tuya","aqara_door-305","",true,true,false,"drivers\\tuya_zigbee\\lock\\aqara_door-305\\driver.compose.json",""
"tuya_zigbee/lock/aqara_door-305_lock","","ZigBeeDevice","lock_state","Tuya","aqara_door-305_lock","",true,true,false,"drivers\\tuya_zigbee\\lock\\aqara_door-305_lock\\driver.compose.json",""
"tuya_zigbee/lock/aqara_door-338","","ZigBeeDevice","lock_state","Tuya","aqara_door-338","",true,true,false,"drivers\\tuya_zigbee\\lock\\aqara_door-338\\driver.compose.json",""
"tuya_zigbee/lock/aqara_door-338_lock","","ZigBeeDevice","lock_state","Tuya","aqara_door-338_lock","",true,true,false,"drivers\\tuya_zigbee\\lock\\aqara_door-338_lock\\driver.compose.json",""
"tuya_zigbee/lock/aqara_padlock-382","","ZigBeeDevice","lock_state","Tuya","aqara_padlock-382","",true,true,false,"drivers\\tuya_zigbee\\lock\\aqara_padlock-382\\driver.compose.json",""
"tuya_zigbee/lock/aqara_padlock-382_lock","","ZigBeeDevice","lock_state","Tuya","aqara_padlock-382_lock","",true,true,false,"drivers\\tuya_zigbee\\lock\\aqara_padlock-382_lock\\driver.compose.json",""
"tuya_zigbee/lock/aqara_padlock-460","","ZigBeeDevice","lock_state","Tuya","aqara_padlock-460","",true,true,false,"drivers\\tuya_zigbee\\lock\\aqara_padlock-460\\driver.compose.json",""
"tuya_zigbee/lock/aqara_padlock-460_lock","","ZigBeeDevice","lock_state","Tuya","aqara_padlock-460_lock","",true,true,false,"drivers\\tuya_zigbee\\lock\\aqara_padlock-460_lock\\driver.compose.json",""
"tuya_zigbee/lock/assets","Assets","lock","lock_state","","","",true,true,false,"drivers\\tuya_zigbee\\lock\\assets\\driver.compose.json",""
"tuya_zigbee/lock/ikea_deadbolt-274","","ZigBeeDevice","lock_state","Tuya","ikea_deadbolt-274","",true,true,false,"drivers\\tuya_zigbee\\lock\\ikea_deadbolt-274\\driver.compose.json",""
"tuya_zigbee/lock/ikea_deadbolt-274_lock","","ZigBeeDevice","lock_state","Tuya","ikea_deadbolt-274_lock","",true,true,false,"drivers\\tuya_zigbee\\lock\\ikea_deadbolt-274_lock\\driver.compose.json",""
"tuya_zigbee/lock/ikea_deadbolt-42","","ZigBeeDevice","lock_state","Tuya","ikea_deadbolt-42","",true,true,false,"drivers\\tuya_zigbee\\lock\\ikea_deadbolt-42\\driver.compose.json",""
"tuya_zigbee/lock/ikea_deadbolt-42_lock","","ZigBeeDevice","lock_state","Tuya","ikea_deadbolt-42_lock","",true,true,false,"drivers\\tuya_zigbee\\lock\\ikea_deadbolt-42_lock\\driver.compose.json",""
"tuya_zigbee/lock/ikea_door-491","","ZigBeeDevice","lock_state","Tuya","ikea_door-491","",true,true,false,"drivers\\tuya_zigbee\\lock\\ikea_door-491\\driver.compose.json",""
"tuya_zigbee/lock/ikea_door-491_lock","","ZigBeeDevice","lock_state","Tuya","ikea_door-491_lock","",true,true,false,"drivers\\tuya_zigbee\\lock\\ikea_door-491_lock\\driver.compose.json",""
"tuya_zigbee/lock/ikea_door-555","","ZigBeeDevice","lock_state","Tuya","ikea_door-555","",true,true,false,"drivers\\tuya_zigbee\\lock\\ikea_door-555\\driver.compose.json",""
"tuya_zigbee/lock/ikea_door-555_lock","","ZigBeeDevice","lock_state","Tuya","ikea_door-555_lock","",true,true,false,"drivers\\tuya_zigbee\\lock\\ikea_door-555_lock\\driver.compose.json",""
"tuya_zigbee/lock/ikea_padlock-134","","ZigBeeDevice","lock_state","Tuya","ikea_padlock-134","",true,true,false,"drivers\\tuya_zigbee\\lock\\ikea_padlock-134\\driver.compose.json",""
"tuya_zigbee/lock/ikea_padlock-134_lock","","ZigBeeDevice","lock_state","Tuya","ikea_padlock-134_lock","",true,true,false,"drivers\\tuya_zigbee\\lock\\ikea_padlock-134_lock\\driver.compose.json",""
"tuya_zigbee/lock/ikea_padlock-984","","ZigBeeDevice","lock_state","Tuya","ikea_padlock-984","",true,true,false,"drivers\\tuya_zigbee\\lock\\ikea_padlock-984\\driver.compose.json",""
"tuya_zigbee/lock/ikea_padlock-984_lock","","ZigBeeDevice","lock_state","Tuya","ikea_padlock-984_lock","",true,true,false,"drivers\\tuya_zigbee\\lock\\ikea_padlock-984_lock\\driver.compose.json",""
"tuya_zigbee/lock/tuya_deadbolt-261","","ZigBeeDevice","lock_state","Tuya","tuya_deadbolt-261","",true,true,false,"drivers\\tuya_zigbee\\lock\\tuya_deadbolt-261\\driver.compose.json",""
"tuya_zigbee/lock/tuya_deadbolt-261_lock","","ZigBeeDevice","lock_state","Tuya","tuya_deadbolt-261_lock","",true,true,false,"drivers\\tuya_zigbee\\lock\\tuya_deadbolt-261_lock\\driver.compose.json",""
"tuya_zigbee/lock/tuya_deadbolt-850","","ZigBeeDevice","lock_state","Tuya","tuya_deadbolt-850","",true,true,false,"drivers\\tuya_zigbee\\lock\\tuya_deadbolt-850\\driver.compose.json",""
"tuya_zigbee/lock/tuya_deadbolt-850_lock","","ZigBeeDevice","lock_state","Tuya","tuya_deadbolt-850_lock","",true,true,false,"drivers\\tuya_zigbee\\lock\\tuya_deadbolt-850_lock\\driver.compose.json",""
"tuya_zigbee/lock/tuya_door-450","","ZigBeeDevice","lock_state","Tuya","tuya_door-450","",true,true,false,"drivers\\tuya_zigbee\\lock\\tuya_door-450\\driver.compose.json",""
"tuya_zigbee/lock/tuya_door-450_lock","","ZigBeeDevice","lock_state","Tuya","tuya_door-450_lock","",true,true,false,"drivers\\tuya_zigbee\\lock\\tuya_door-450_lock\\driver.compose.json",""
"tuya_zigbee/lock/tuya_door-537","","ZigBeeDevice","lock_state","Tuya","tuya_door-537","",true,true,false,"drivers\\tuya_zigbee\\lock\\tuya_door-537\\driver.compose.json",""
"tuya_zigbee/lock/tuya_door-537_lock","","ZigBeeDevice","lock_state","Tuya","tuya_door-537_lock","",true,true,false,"drivers\\tuya_zigbee\\lock\\tuya_door-537_lock\\driver.compose.json",""
"tuya_zigbee/lock/tuya_padlock-538","","ZigBeeDevice","lock_state","Tuya","tuya_padlock-538","",true,true,false,"drivers\\tuya_zigbee\\lock\\tuya_padlock-538\\driver.compose.json",""
"tuya_zigbee/lock/tuya_padlock-538_lock","","ZigBeeDevice","lock_state","Tuya","tuya_padlock-538_lock","",true,true,false,"drivers\\tuya_zigbee\\lock\\tuya_padlock-538_lock\\driver.compose.json",""
"tuya_zigbee/lock/tuya_padlock-551","","ZigBeeDevice","lock_state","Tuya","tuya_padlock-551","",true,true,false,"drivers\\tuya_zigbee\\lock\\tuya_padlock-551\\driver.compose.json",""
"tuya_zigbee/lock/tuya_padlock-551_lock","","ZigBeeDevice","lock_state","Tuya","tuya_padlock-551_lock","",true,true,false,"drivers\\tuya_zigbee\\lock\\tuya_padlock-551_lock\\driver.compose.json",""
"tuya_zigbee/other","other","other","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\other\\driver.compose.json",""
"tuya_zigbee/other/aqara","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","aqara","",true,true,false,"drivers\\tuya_zigbee\\other\\aqara\\driver.compose.json",""
"tuya_zigbee/other/aqara_alarm-418","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","aqara_alarm-418","",true,true,false,"drivers\\tuya_zigbee\\other\\aqara_alarm-418\\driver.compose.json",""
"tuya_zigbee/other/aqara_alarm-418_siren","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","aqara_alarm-418_siren","",true,true,false,"drivers\\tuya_zigbee\\other\\aqara_alarm-418_siren\\driver.compose.json",""
"tuya_zigbee/other/aqara_alarm-922","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","aqara_alarm-922","",true,true,false,"drivers\\tuya_zigbee\\other\\aqara_alarm-922\\driver.compose.json",""
"tuya_zigbee/other/aqara_alarm-922_siren","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","aqara_alarm-922_siren","",true,true,false,"drivers\\tuya_zigbee\\other\\aqara_alarm-922_siren\\driver.compose.json",""
"tuya_zigbee/other/aqara_buzzer-110","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","aqara_buzzer-110","",true,true,false,"drivers\\tuya_zigbee\\other\\aqara_buzzer-110\\driver.compose.json",""
"tuya_zigbee/other/aqara_buzzer-110_siren","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","aqara_buzzer-110_siren","",true,true,false,"drivers\\tuya_zigbee\\other\\aqara_buzzer-110_siren\\driver.compose.json",""
"tuya_zigbee/other/aqara_buzzer-259","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","aqara_buzzer-259","",true,true,false,"drivers\\tuya_zigbee\\other\\aqara_buzzer-259\\driver.compose.json",""
"tuya_zigbee/other/aqara_buzzer-259_siren","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","aqara_buzzer-259_siren","",true,true,false,"drivers\\tuya_zigbee\\other\\aqara_buzzer-259_siren\\driver.compose.json",""
"tuya_zigbee/other/aqara_chime-818","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","aqara_chime-818","",true,true,false,"drivers\\tuya_zigbee\\other\\aqara_chime-818\\driver.compose.json",""
"tuya_zigbee/other/aqara_chime-818_siren","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","aqara_chime-818_siren","",true,true,false,"drivers\\tuya_zigbee\\other\\aqara_chime-818_siren\\driver.compose.json",""
"tuya_zigbee/other/aqara_chime-885","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","aqara_chime-885","",true,true,false,"drivers\\tuya_zigbee\\other\\aqara_chime-885\\driver.compose.json",""
"tuya_zigbee/other/aqara_chime-885_siren","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","aqara_chime-885_siren","",true,true,false,"drivers\\tuya_zigbee\\other\\aqara_chime-885_siren\\driver.compose.json",""
"tuya_zigbee/other/aqara_generic","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","aqara_generic","",true,true,false,"drivers\\tuya_zigbee\\other\\aqara_generic\\driver.compose.json",""
"tuya_zigbee/other/aqara_generic/aqara-blind-772","aqara blind","","windowcoverings_set,windowcoverings_state","aqara","aqara-blind-772","",false,true,false,"drivers\\tuya_zigbee\\other\\aqara_generic\\aqara-blind-772\\driver.compose.json",""
"tuya_zigbee/other/aqara_generic/aqara-blind-824","aqara blind","","windowcoverings_set,windowcoverings_state","aqara","aqara-blind-824","",false,true,false,"drivers\\tuya_zigbee\\other\\aqara_generic\\aqara-blind-824\\driver.compose.json",""
"tuya_zigbee/other/aqara_generic/aqara-curtain-550","aqara curtain","","windowcoverings_set,windowcoverings_state","aqara","aqara-curtain-550","",false,true,false,"drivers\\tuya_zigbee\\other\\aqara_generic\\aqara-curtain-550\\driver.compose.json",""
"tuya_zigbee/other/aqara_generic/aqara-curtain-838","aqara curtain","","windowcoverings_set,windowcoverings_state","aqara","aqara-curtain-838","",false,true,false,"drivers\\tuya_zigbee\\other\\aqara_generic\\aqara-curtain-838\\driver.compose.json",""
"tuya_zigbee/other/aqara_generic/aqara-garage-374","aqara garage","","windowcoverings_set,windowcoverings_state","aqara","aqara-garage-374","",false,true,false,"drivers\\tuya_zigbee\\other\\aqara_generic\\aqara-garage-374\\driver.compose.json",""
"tuya_zigbee/other/aqara_generic/aqara-garage-478","aqara garage","","windowcoverings_set,windowcoverings_state","aqara","aqara-garage-478","",false,true,false,"drivers\\tuya_zigbee\\other\\aqara_generic\\aqara-garage-478\\driver.compose.json",""
"tuya_zigbee/other/aqara_generic/aqara-shade-24","aqara shade","","windowcoverings_set,windowcoverings_state","aqara","aqara-shade-24","",false,true,false,"drivers\\tuya_zigbee\\other\\aqara_generic\\aqara-shade-24\\driver.compose.json",""
"tuya_zigbee/other/aqara_generic/aqara-shade-549","aqara shade","","windowcoverings_set,windowcoverings_state","aqara","aqara-shade-549","",false,true,false,"drivers\\tuya_zigbee\\other\\aqara_generic\\aqara-shade-549\\driver.compose.json",""
"tuya_zigbee/other/aqara_standard","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","aqara_standard","",true,true,false,"drivers\\tuya_zigbee\\other\\aqara_standard\\driver.compose.json",""
"tuya_zigbee/other/aqara_switch-457","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","aqara_switch-457","",true,true,false,"drivers\\tuya_zigbee\\other\\aqara_switch-457\\driver.compose.json",""
"tuya_zigbee/other/aqara_switch-883","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","aqara_switch-883","",true,true,false,"drivers\\tuya_zigbee\\other\\aqara_switch-883\\driver.compose.json",""
"tuya_zigbee/other/assets","Assets","other","onoff","","","",true,true,false,"drivers\\tuya_zigbee\\other\\assets\\driver.compose.json",""
"tuya_zigbee/other/generic_device_generic_device","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","generic_device_generic_device","",true,true,false,"drivers\\tuya_zigbee\\other\\generic_device_generic_device\\driver.compose.json",""
"tuya_zigbee/other/generic_zigbee_light","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","generic_zigbee_light","",true,true,false,"drivers\\tuya_zigbee\\other\\generic_zigbee_light\\driver.compose.json",""
"tuya_zigbee/other/generic_zigbee_sensor","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","generic_zigbee_sensor","",true,true,false,"drivers\\tuya_zigbee\\other\\generic_zigbee_sensor\\driver.compose.json",""
"tuya_zigbee/other/generic_zigbee_switch","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","generic_zigbee_switch","",true,true,false,"drivers\\tuya_zigbee\\other\\generic_zigbee_switch\\driver.compose.json",""
"tuya_zigbee/other/ikea","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ikea","",true,true,false,"drivers\\tuya_zigbee\\other\\ikea\\driver.compose.json",""
"tuya_zigbee/other/ikea_alarm-641","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ikea_alarm-641","",true,true,false,"drivers\\tuya_zigbee\\other\\ikea_alarm-641\\driver.compose.json",""
"tuya_zigbee/other/ikea_alarm-641_siren","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ikea_alarm-641_siren","",true,true,false,"drivers\\tuya_zigbee\\other\\ikea_alarm-641_siren\\driver.compose.json",""
"tuya_zigbee/other/ikea_alarm-707","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ikea_alarm-707","",true,true,false,"drivers\\tuya_zigbee\\other\\ikea_alarm-707\\driver.compose.json",""
"tuya_zigbee/other/ikea_alarm-707_siren","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ikea_alarm-707_siren","",true,true,false,"drivers\\tuya_zigbee\\other\\ikea_alarm-707_siren\\driver.compose.json",""
"tuya_zigbee/other/ikea_buzzer-232","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ikea_buzzer-232","",true,true,false,"drivers\\tuya_zigbee\\other\\ikea_buzzer-232\\driver.compose.json",""
"tuya_zigbee/other/ikea_buzzer-232_siren","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ikea_buzzer-232_siren","",true,true,false,"drivers\\tuya_zigbee\\other\\ikea_buzzer-232_siren\\driver.compose.json",""
"tuya_zigbee/other/ikea_buzzer-255","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ikea_buzzer-255","",true,true,false,"drivers\\tuya_zigbee\\other\\ikea_buzzer-255\\driver.compose.json",""
"tuya_zigbee/other/ikea_buzzer-255_siren","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ikea_buzzer-255_siren","",true,true,false,"drivers\\tuya_zigbee\\other\\ikea_buzzer-255_siren\\driver.compose.json",""
"tuya_zigbee/other/ikea_chime-608","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ikea_chime-608","",true,true,false,"drivers\\tuya_zigbee\\other\\ikea_chime-608\\driver.compose.json",""
"tuya_zigbee/other/ikea_chime-608_siren","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ikea_chime-608_siren","",true,true,false,"drivers\\tuya_zigbee\\other\\ikea_chime-608_siren\\driver.compose.json",""
"tuya_zigbee/other/ikea_chime-70","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ikea_chime-70","",true,true,false,"drivers\\tuya_zigbee\\other\\ikea_chime-70\\driver.compose.json",""
"tuya_zigbee/other/ikea_chime-70_siren","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ikea_chime-70_siren","",true,true,false,"drivers\\tuya_zigbee\\other\\ikea_chime-70_siren\\driver.compose.json",""
"tuya_zigbee/other/ikea_generic","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ikea_generic","",true,true,false,"drivers\\tuya_zigbee\\other\\ikea_generic\\driver.compose.json",""
"tuya_zigbee/other/ikea_generic/ikea-blind-14","ikea blind","","windowcoverings_set,windowcoverings_state","ikea","ikea-blind-14","",false,true,false,"drivers\\tuya_zigbee\\other\\ikea_generic\\ikea-blind-14\\driver.compose.json",""
"tuya_zigbee/other/ikea_generic/ikea-blind-515","ikea blind","","windowcoverings_set,windowcoverings_state","ikea","ikea-blind-515","",false,true,false,"drivers\\tuya_zigbee\\other\\ikea_generic\\ikea-blind-515\\driver.compose.json",""
"tuya_zigbee/other/ikea_generic/ikea-curtain-339","ikea curtain","","windowcoverings_set,windowcoverings_state","ikea","ikea-curtain-339","",false,true,false,"drivers\\tuya_zigbee\\other\\ikea_generic\\ikea-curtain-339\\driver.compose.json",""
"tuya_zigbee/other/ikea_generic/ikea-curtain-431","ikea curtain","","windowcoverings_set,windowcoverings_state","ikea","ikea-curtain-431","",false,true,false,"drivers\\tuya_zigbee\\other\\ikea_generic\\ikea-curtain-431\\driver.compose.json",""
"tuya_zigbee/other/ikea_generic/ikea-garage-4","ikea garage","","windowcoverings_set,windowcoverings_state","ikea","ikea-garage-4","",false,true,false,"drivers\\tuya_zigbee\\other\\ikea_generic\\ikea-garage-4\\driver.compose.json",""
"tuya_zigbee/other/ikea_generic/ikea-garage-65","ikea garage","","windowcoverings_set,windowcoverings_state","ikea","ikea-garage-65","",false,true,false,"drivers\\tuya_zigbee\\other\\ikea_generic\\ikea-garage-65\\driver.compose.json",""
"tuya_zigbee/other/ikea_generic/ikea-shade-756","ikea shade","","windowcoverings_set,windowcoverings_state","ikea","ikea-shade-756","",false,true,false,"drivers\\tuya_zigbee\\other\\ikea_generic\\ikea-shade-756\\driver.compose.json",""
"tuya_zigbee/other/ikea_generic/ikea-shade-837","ikea shade","","windowcoverings_set,windowcoverings_state","ikea","ikea-shade-837","",false,true,false,"drivers\\tuya_zigbee\\other\\ikea_generic\\ikea-shade-837\\driver.compose.json",""
"tuya_zigbee/other/ikea_standard","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ikea_standard","",true,true,false,"drivers\\tuya_zigbee\\other\\ikea_standard\\driver.compose.json",""
"tuya_zigbee/other/ikea_switch-612","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ikea_switch-612","",true,true,false,"drivers\\tuya_zigbee\\other\\ikea_switch-612\\driver.compose.json",""
"tuya_zigbee/other/ikea_switch-783","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ikea_switch-783","",true,true,false,"drivers\\tuya_zigbee\\other\\ikea_switch-783\\driver.compose.json",""
"tuya_zigbee/other/radar-24g_switch","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","radar-24g_switch","",true,true,false,"drivers\\tuya_zigbee\\other\\radar-24g_switch\\driver.compose.json",""
"tuya_zigbee/other/template_device_template_device","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","template_device_template_device","",true,true,false,"drivers\\tuya_zigbee\\other\\template_device_template_device\\driver.compose.json",""
"tuya_zigbee/other/template_tuya_dp_sensor","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","template_tuya_dp_sensor","",true,true,false,"drivers\\tuya_zigbee\\other\\template_tuya_dp_sensor\\driver.compose.json",""
"tuya_zigbee/other/template_tuya_dp_switch","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","template_tuya_dp_switch","",true,true,false,"drivers\\tuya_zigbee\\other\\template_tuya_dp_switch\\driver.compose.json",""
"tuya_zigbee/other/ts004f","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ts004f","",true,true,false,"drivers\\tuya_zigbee\\other\\ts004f\\driver.compose.json",""
"tuya_zigbee/other/ts004f_standard","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ts004f_standard","",true,true,false,"drivers\\tuya_zigbee\\other\\ts004f_standard\\driver.compose.json",""
"tuya_zigbee/other/ts0121","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ts0121","",true,true,false,"drivers\\tuya_zigbee\\other\\ts0121\\driver.compose.json",""
"tuya_zigbee/other/ts0121_standard","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ts0121_standard","",true,true,false,"drivers\\tuya_zigbee\\other\\ts0121_standard\\driver.compose.json",""
"tuya_zigbee/other/ts0204","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ts0204","",true,true,false,"drivers\\tuya_zigbee\\other\\ts0204\\driver.compose.json",""
"tuya_zigbee/other/ts0204_standard","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ts0204_standard","",true,true,false,"drivers\\tuya_zigbee\\other\\ts0204_standard\\driver.compose.json",""
"tuya_zigbee/other/ts0207","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ts0207","",true,true,false,"drivers\\tuya_zigbee\\other\\ts0207\\driver.compose.json",""
"tuya_zigbee/other/ts0207_standard","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ts0207_standard","",true,true,false,"drivers\\tuya_zigbee\\other\\ts0207_standard\\driver.compose.json",""
"tuya_zigbee/other/ts0502a","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ts0502a","",true,true,false,"drivers\\tuya_zigbee\\other\\ts0502a\\driver.compose.json",""
"tuya_zigbee/other/ts0502a_standard","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ts0502a_standard","",true,true,false,"drivers\\tuya_zigbee\\other\\ts0502a_standard\\driver.compose.json",""
"tuya_zigbee/other/ts0601","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ts0601","",true,true,false,"drivers\\tuya_zigbee\\other\\ts0601\\driver.compose.json",""
"tuya_zigbee/other/ts0601_sensor_battery","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ts0601_sensor_battery","",true,true,false,"drivers\\tuya_zigbee\\other\\ts0601_sensor_battery\\driver.compose.json",""
"tuya_zigbee/other/ts0601_standard","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ts0601_standard","",true,true,false,"drivers\\tuya_zigbee\\other\\ts0601_standard\\driver.compose.json",""
"tuya_zigbee/other/ts0601_switch","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ts0601_switch","",true,true,false,"drivers\\tuya_zigbee\\other\\ts0601_switch\\driver.compose.json",""
"tuya_zigbee/other/ts1001","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ts1001","",true,true,false,"drivers\\tuya_zigbee\\other\\ts1001\\driver.compose.json",""
"tuya_zigbee/other/ts1001_standard","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ts1001_standard","",true,true,false,"drivers\\tuya_zigbee\\other\\ts1001_standard\\driver.compose.json",""
"tuya_zigbee/other/ts110f","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ts110f","",true,true,false,"drivers\\tuya_zigbee\\other\\ts110f\\driver.compose.json",""
"tuya_zigbee/other/ts110f_standard","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","ts110f_standard","",true,true,false,"drivers\\tuya_zigbee\\other\\ts110f_standard\\driver.compose.json",""
"tuya_zigbee/other/tuya","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","tuya","",true,true,false,"drivers\\tuya_zigbee\\other\\tuya\\driver.compose.json",""
"tuya_zigbee/other/tuya_cover_ts0601","","ZigBeeDevice","onoff,dim,light_temperature,light_mode","Tuya","tuya_cover_ts0601","",true,true,false,"drivers\\tuya_zigbee\\other\\tuya_cover_ts0601\\driver.compose.json",""
